grubhub_slug,grubhub_business_hours,ubereats_slug,ubereats_business_hours,is_out_range
philadelphiache_princedelimarke_gh,10080,philadelphiache_princedelimarke_ue,8460,Out of Range
icecreambakeryl_lincolngourmetd_gh,10080,icecreambakeryl_lincolngourmetd_ue,10073,Out of Range
tanyasveg_marhabaind_gh,10080,tanyasvegetaria_lemontreegourme_ue,10073,Out of Range
littleitalyscal_classicpizza_gh,6480,littleitalyscal_classicpizza_ue,4680,Out of Range
theburgerb_americanch_gh,5460,theburgerblade_mrpizzaman_ue,720,Out of Range
kevinsche_paninigril_gh,10080,kevinscheeseste_seaportdeli_ue,10073,Out of Range
wrapsoncra_milanspiz_gh,7560,wrapsoncrack_lemontreegourme_ue,1080,Out of Range
smoothiean_heavenlyma_gh,7560,smoothieanddess_1stavegourmetde_ue,7140,Out of Range
thechicken_omegsalad_gh,8400,thechickendream_omegasaladbarde_ue,6930,Out of Range
herosandwi_michaelang_gh,10080,herosandwichsho_heavenlymarketi_ue,10073,Out of Range
thesandwic_chelseafin_gh,5640,thesandwichcafe_saranbrothersll_ue,5220,Out of Range
patricias_canteendes_gh,10080,patriciaspanini_americanchoiceg_ue,10073,Out of Range
halalkabob_heavenlyma_gh,7680,halalkabobgrill_aladdinskitchen_ue,7455,Out of Range
thepancakespot_heavenlyma_gh,10080,thepancakespot_chelseafinefood_ue,1049,Out of Range
jjsphilly_salsplace_gh,6300,jjsphillycheese_omegasaladbarde_ue,1439,Out of Range
franksphillyche_daddysdelights_gh,5640,franksphillyche_daddysdelights_ue,480,Out of Range
indiasqui_goldstreet_gh,4194,indiasquickbite_canteendesidhab_ue,390,Out of Range
theministe_chelseafin_gh,5880,theministerwrap_saranbrothersll_ue,870,Out of Range
thesandwichslut_heavenlyma_gh,6480,thesandwichslut_1stavegourmetde_ue,1080,Out of Range
bageldynas_miyucatan_gh,10080,bageldynasty_lemontreegourme_ue,1439,Out of Range
hilltopsan_modenapizz_gh,6090,hilltopsandwich_modenapizzaicec_ue,900,Out of Range
sarahsbre_canteendes_gh,1260,sarahsbreakfast_americanchoiceg_ue,10073,Out of Range
xxxhotwing_paninicafe_gh,5310,xxxhotwings_villagecafegril_ue,630,Out of Range
theacaidre_allnitepiz_gh,6330,theacaidream_eastsidedeli_ue,930,Out of Range
veganfalafelspo_frescopizzagril_gh,7995,veganfalaf_frescopizz_ue,1140,Out of Range
theburrito_allnitepiz_gh,5400,theburritotaque_mrpizzaman_ue,780,Out of Range
kamalsvegetaria_desideli_gh,8610,kamalsvegetaria_desideli_ue,1230,Out of Range
smoothiean_canteendes_gh,8820,smoothieanddess_americanchoiceg_ue,10073,Out of Range
twohandbur_americanch_gh,7140,twohandburger_allnitepizza_ue,5880,Out of Range
midtownque_canteendes_gh,10080,midtownquesadil_americanchoiceg_ue,10073,Out of Range
nybreakfas_allnitepiz_gh,6330,nybreakfastspot_eastsidedeli_ue,4500,Out of Range
theshawarmaeats_frescopizzagril_gh,7995,theshawarmaeats_frescopizz_ue,5550,Out of Range
firenzepastaris_princedelimarke_gh,6030,firenzepastaris_princedelimarke_ue,8460,Out of Range
amandasbr_gaters_gh,5640,amandasbreakfas_miyucatan_ue,780,Out of Range
smokenhotw_americanch_gh,7560,smokenhotwingsb_allnitepizza_ue,5880,Out of Range
icecreamsu_americanch_gh,7140,icecreamsuperst_allnitepizza_ue,5880,Out of Range
theomelett_seaportdel_gh,5880,theomelettefarm_1upbistro_ue,5880,In Range
veganfalaf_tlkitche_gh,4200,veganfalafelspo_gaters_ue,5040,Out of Range
stellaspa_bigfamousd_gh,10080,stellaspancakeb_paninigrill9371_ue,10073,Out of Range
italiandes_paninigril_gh,10080,italiandesserts_seaportdeli_ue,10073,Out of Range
thebreakfastsno_chelseapapaya_gh,10080,thebreakfastsno_chelseapapaya_ue,10073,Out of Range
burritolov_1stavegour_gh,10080,burritoloversba_goldstreetmarke_ue,7560,Out of Range
veganindia_newyorktha_gh,5040,veganindianjoin_marhabaindian_ue,720,Out of Range
thechicken_modenapizz_gh,6090,thechickendream_modenapizzaicec_ue,900,Out of Range
thepastast_americanch_gh,5460,thepastastory_mrpizzaman_ue,780,Out of Range
chrisschickente_chelseapapaya_gh,10080,chrisschickente_chelseapapaya_ue,1439,Out of Range
theburgerh_tlkitche_gh,4620,theburgerhole_gaters_ue,600,Out of Range
sizzlintan_newyorktha_gh,5070,sizzlintandooro_marhabaindian_ue,720,Out of Range
despicable_1stavegour_gh,6720,despicablewraps_chelseafinefood_ue,1049,Out of Range
theburgers_heavenlyma_gh,6720,theburgerstack_chelseafinefood_ue,1049,Out of Range
thepancakesnob_heavenlyma_gh,7140,thepancakesnob_1stavegourmetde_ue,1080,Out of Range
icecreamsu_americanch_gh,7140,icecreamsuperst_allnitepizza_ue,1080,Out of Range
villageque_miyucatan_gh,10080,villagequesadil_lemontreegourme_ue,1439,Out of Range
burritoloversba_princedelimarke_gh,9090,burritoloversba_princedelimarke_ue,1439,Out of Range
halalpastaloung_frescopizzagril_gh,7995,halalpasta_frescopizz_ue,1140,Out of Range
jjsphillycheese_lincolngourmetd_gh,10080,jjsphillycheese_lincolngourmetd_ue,1439,Out of Range
juliasjui_plazamarke_gh,7560,juliasjuiceshac_wesamdeli_ue,7560,In Range
fionaspan_remedydine_gh,5640,fionaspancakeba_1upbistro_ue,540,Out of Range
ambrosialw_sicilianpi_gh,6300,ambrosialwings_michaelangelosp_ue,600,Out of Range
jrsphilly_sicilianpi_gh,5880,jrsphillycheese_plazamarketquee_ue,5033,Out of Range
lvtacobar_allnitepiz_gh,4140,lvtacobar_mrpizzaman_ue,690,Out of Range
jackschees_tlkitche_gh,4200,jackscheesestea_gaters_ue,5040,Out of Range
devilshot_seaportdel_gh,5580,devilshotwings_farmerspizzagri_ue,855,Out of Range
birdsburg_paninigril_gh,7560,birdsburgerbar_seaportdeli_ue,10073,Out of Range
bigbellypa_miyucatan_gh,10080,bigbellypaninis_lemontreegourme_ue,10073,Out of Range
sarahsbre_michaelang_gh,10080,sarahsbreakfast_heavenlymarketi_ue,8634,Out of Range
strombolih_sicilianpi_gh,5670,strombolihouse_mariothebaker_ue,810,Out of Range
fallenange_hudsonmark_gh,6600,fallenangelwing_sicilianpizzapa_ue,5670,Out of Range
hollysbur_paninicafe_gh,6720,hollysburgerbar_villagecafegril_ue,4860,Out of Range
pardonmypa_aladdinsk_gh,10080,pardonmypanini_chelseafinefood_ue,10073,Out of Range
chickensal_paninigril_gh,10080,chickensaladbar_seaportdeli_ue,8634,Out of Range
espressoco_marhabaind_gh,10080,espressocoffeee_lemontreegourme_ue,10073,Out of Range
thepaninip_omegasalad_gh,10080,thepaniniprojec_paninigrill9371_ue,10073,Out of Range
theburgert_olivesorga_gh,7560,theburgertrilog_allnitepizza_ue,1080,Out of Range
highlifepi_chelseafin_gh,5880,highlifepizzas_saranbrothersll_ue,870,Out of Range
manhattans_remedydine_gh,5640,manhattansaladb_1upbistro_ue,540,Out of Range
labellaita_heavenlyma_gh,7140,labellaitaliand_1stavegourmetde_ue,1080,Out of Range
thepastatw_hudsonmark_gh,6660,thepastatwins_michaelangelosp_ue,600,Out of Range
topnotchsa_miyucatan_gh,10080,topnotchsandwic_lemontreegourme_ue,1439,Out of Range
casadeques_allnitepiz_gh,6480,casadequesadill_eastsidedeli_ue,930,Out of Range
pressedonp_allnitepiz_gh,6480,pressedonpanini_eastsidedeli_ue,930,Out of Range
fionasbreakfast_frescopizzagril_gh,7995,fionasbre_frescopizz_ue,1140,Out of Range
maryssala_allnitepiz_gh,5190,maryssaladco_mrpizzaman_ue,780,Out of Range
hydesgril_seaportdel_gh,5520,hydesgrilledche_1upbistro_ue,540,Out of Range
arifsmedit_americanch_gh,4500,arifsmedit_greenolive_ue,390,Out of Range
maryswaff_olivesorga_gh,7140,maryswafflebar_allnitepizza_ue,5880,Out of Range
oliviasom_remedydine_gh,5640,oliviasomelette_1upbistro_ue,5880,Out of Range
chickenten_headlinesd_gh,10080,chickentendersb_sicilianpizzapa_ue,10073,Out of Range
thesandwichslut_heavenlyma_gh,6480,thesandwichslut_1stavegourmetde_ue,7140,Out of Range
thesaladgo_hudsonmark_gh,6660,thesaladgod_michaelangelosp_ue,1020,Out of Range
bigeasesmo_milanspiz_gh,7560,bigeasesmoothie_lemontreegourme_ue,1079,Out of Range
samsscrum_marhabaind_gh,3930,samsscrumptious_milanspizzeriap_ue,870,Out of Range
toppaninis_paninigril_gh,10080,toppaninishop_seaportdeli_ue,10073,Out of Range
twohandbur_michaelang_gh,7560,twohandburger_heavenlymarketi_ue,1439,Out of Range
saladkreat_canteendes_gh,10080,saladkreation_americanchoiceg_ue,10073,Out of Range
sicilysca_frescopizz_gh,6480,sicilyscalzoneh_classicpizza_ue,4680,Out of Range
thesandwichvibe_heavenlyma_gh,7140,thesandwichvibe_1stavegourmetde_ue,7140,In Range
healthysal_michaelang_gh,10080,healthysaladbar_heavenlymarketi_ue,1439,Out of Range
despicable_1stavegour_gh,6720,despicablewraps_chelseafinefood_ue,10073,Out of Range
thethaikit_plazagourm_gh,4200,thethaikitchenn_newyorkthaigril_ue,600,Out of Range
thesmoothiesava_lincolngourmetd_gh,10080,thesmoothiesava_lincolngourmetd_ue,1439,Out of Range
thegourmet_salsplace_gh,10080,thegourmetburge_omegasaladbarde_ue,1439,Out of Range
firenzepas_sicilianpi_gh,5880,firenzepastaris_plazamarketquee_ue,1439,Out of Range
labellaita_villagecaf_gh,10080,labellaitaliand_plazamarketquee_ue,1439,Out of Range
bigeasesmo_wesamdeli_gh,8400,bigeasesmoothie_citideli_ue,1439,Out of Range
aldoswrapsspot_paninicafe_gh,10080,aldoswrapsspot_paninicafe_ue,1439,Out of Range
josesburritobar_paninicafe_gh,10080,josesburritobar_paninicafe_ue,1439,Out of Range
wondaswra_remedydine_gh,5520,wondaswrapcafe_1upbistro_ue,540,Out of Range
farmergirl_paninigril_gh,8400,farmergirlsalad_paninigrill9371_ue,1439,Out of Range
thepastaco_1upbistro_gh,5580,thepastaco_farmerspizzagri_ue,840,Out of Range
tacoparadi_remedydine_gh,5520,tacoparadiso_1upbistro_ue,5880,Out of Range
kellyspan_villagecaf_gh,10080,kellyspancakeba_plazamarketquee_ue,10073,Out of Range
indiasqui_vbiryaniz_gh,5040,indiasquickbite_marhabaindian_ue,5040,In Range
cheesecake_lincolngou_gh,7995,cheesecake_frescopizz_ue,5550,Out of Range
nysfinesthotdog_chelseapapaya_gh,10080,nysfinesthotdog_chelseapapaya_ue,10073,Out of Range
palaceindo_gaters_gh,5040,palaceindochnes_marhabaindian_ue,5040,In Range
wondaswra_remedydine_gh,5520,wondaswrapcafe_1upbistro_ue,5880,Out of Range
cheesecake_michaelang_gh,10080,cheesecakeandde_heavenlymarketi_ue,1439,Out of Range
firenzepas_frescopizz_gh,6480,firenzepastaris_classicpizza_ue,360,Out of Range
thebreakfa_chelseafin_gh,5640,thebreakfastsno_saranbrothersll_ue,5220,Out of Range
fionasbre_seaportdel_gh,5880,fionasbreakfast_1upbistro_ue,5880,In Range
theburgert_olivesorga_gh,7560,theburgertrilog_allnitepizza_ue,839,Out of Range
luigispas_chelseapap_gh,10080,luigispastarist_paninicafe_ue,1439,Out of Range
thepastaco_wesamdeli_gh,6480,thepastaco_headlinesdiner_ue,,Out of Range
thesaladgo_mrpizzama_gh,6000,thesaladgod_salsplacedeligr_ue,1439,Out of Range
halallambg_citideli_gh,7525,halallambgyrosp_hudsonmarketpla_ue,1439,Out of Range
doughboyss_1stavegour_gh,8400,doughboyssandwi_goldstreetmarke_ue,1439,Out of Range
holygrailo_chelseafin_gh,8400,holygrailomelet_goldstreetmarke_ue,1439,Out of Range
theburritobae_princedelimarke_gh,9090,theburritobae_princedelimarke_ue,1439,Out of Range
italianpan_paninicafe_gh,5460,italianpaniniba_villagecafegril_ue,4860,Out of Range
bosscatbur_1stavegour_gh,10080,bosscatburgers_goldstreetmarke_ue,7560,Out of Range
brooksicec_olivesorga_gh,5880,brooksicecreamp_allnitepizza_ue,840,Out of Range
shawarmaka_tlkitche_gh,4200,shawarmakababho_gaters_ue,5040,Out of Range
marysbagelbar_princedelimarke_gh,10080,marysbagelbar_princedelimarke_ue,8460,Out of Range
littleitalyscal_frescopizzagril_gh,7995,littleital_frescopizz_ue,5550,Out of Range
hellagoodc_paninicafe_gh,6720,hellagoodchicke_villagecafegril_ue,960,Out of Range
alisgyrolab_frescopizzagril_gh,7995,alisgyrol_frescopizz_ue,5550,Out of Range
theburgerc_tlkitche_gh,4200,theburgerco_gaters_ue,5040,Out of Range
albertosh_wesamdeli_gh,7980,albertosherosan_citideli_ue,10073,Out of Range
charlieschickenwings_michaelang_gh,7560,charlieschicken_heavenlymarketi_ue,1439,Out of Range
labellaita_heavenlyma_gh,7140,labellaitaliand_1stavegourmetde_ue,7140,In Range
thesaladpr_citideli_gh,8400,thesaladprince_hudsonmarketpla_ue,1439,Out of Range
generalsf_remedydine_gh,5520,generalsfrencht_1upbistro_ue,5880,Out of Range
thechicken_tlkitche_gh,4620,thechickendream_gaters_ue,600,Out of Range
halalgyrol_michaelang_gh,10080,halalgyrolab_heavenlymarketi_ue,1439,Out of Range
theitalian_bigfamousd_gh,1050,theitalianpizza_modenapizzaicec_ue,900,Out of Range
firstlight_paninigril_gh,10080,firstlightbreak_remedydiner_ue,1439,Out of Range
friedchick_omegasalad_gh,10080,friedchickensav_remedydiner_ue,1439,Out of Range
charliescwings_villagecaf_gh,10080,charlieschicken_sicilianpizzabr_ue,10073,Out of Range
samsscrum_marhabaind_gh,3930,samsscrumptious_milanspizzeriap_ue,900,Out of Range
wonkassmoothieb_princedelimarke_gh,10080,wonkassmoothieb_princedelimarke_ue,1439,Out of Range
thesmoothiesava_lincolngourmetd_gh,10080,thesmoothiesava_lincolngourmetd_ue,10073,Out of Range
highlifeco_remedydine_gh,8400,highlifecoffees_seaportdeli_ue,10073,Out of Range
bigdaddyswings_frescopizzagril_gh,7995,bigdaddys_frescopizz_ue,5550,Out of Range
halalpastaloung_frescopizzagril_gh,7995,halalpasta_frescopizz_ue,5550,Out of Range
addictiveburger_princedelimarke_gh,10080,addictiveburger_princedelimarke_ue,8460,Out of Range
indiasqui_goldstreet_gh,4194,indiasquickbite_canteendesidhab_ue,3116,Out of Range
twohandbur_sicilianpi_gh,5040,twohandburger_sicilianpizzabr_ue,720,Out of Range
bensbuffa_olivesorga_gh,840,bensbuffalowing_allnitepizza_ue,5880,Out of Range
thesmoothi_omegasalad_gh,8400,thesmoothiesque_paninigrill9371_ue,1439,Out of Range
breakfastb_omegasalad_gh,10080,breakfastburrit_paninigrill9371_ue,10073,Out of Range
samsscrum_hudsonmark_gh,6600,samsscrumptious_sicilianpizzapa_ue,10073,Out of Range
juliasjui_eastsidede_gh,20160,juliasjuiceshac_bigfamousdeligr_ue,10073,Out of Range
maryschic_remedydine_gh,5520,maryschickensan_1upbistro_ue,5880,Out of Range
thefarmers_villagecaf_gh,10080,thefarmerssalad_plazamarketquee_ue,10073,Out of Range
chickennfr_wesamdeli_gh,7980,chickennfries_citideli_ue,10073,Out of Range
phillychee_greenolive_gh,6720,phillycheeseste_salsplacedeligr_ue,960,Out of Range
theburgerh_theorigina_gh,7140,theburgerhole_plazagourmetdel_ue,7140,In Range
amandasbr_headlinesd_gh,6600,amandasbreakfas_sicilianpizzapa_ue,10073,Out of Range
joeschicke_plazamarke_gh,7140,joeschickenandw_wesamdeli_ue,1080,Out of Range
famousgyro_mrpizzama_gh,20160,famousgyrobar_bigfamousdeligr_ue,10073,Out of Range
chrisschi_olivesorga_gh,5880,chrisschickente_allnitepizza_ue,1080,Out of Range
thefrenchtoastf_princedelimarke_gh,9090,thefrenchtoastf_princedelimarke_ue,8460,Out of Range
birdsburg_paninigril_gh,7560,birdsburgerbar_seaportdeli_ue,1439,Out of Range
theacaista_allnitepiz_gh,6450,theacaistation_eastsidedeli_ue,930,Out of Range
mariositalianri_lincolngourmetd_gh,10080,mariositalianri_lincolngourmetd_ue,1439,Out of Range
thesaladsn_sicilianpi_gh,10080,thesaladsnob_sicilianpizzabr_ue,1439,Out of Range
charliescco_villagecaf_gh,10080,charliescalzone_sicilianpizzabr_ue,1439,Out of Range
philadelphiache_princedelimarke_gh,10080,philadelphiache_princedelimarke_ue,1439,Out of Range
theamericanchee_princedelimarke_gh,9090,theamericanchee_princedelimarke_ue,1439,Out of Range
phillychee_goldstreet_gh,5880,phillycheeseste_saranbrothersll_ue,870,Out of Range
antoniosq_wesamdeli_gh,7980,antoniosquesadi_citideli_ue,10073,Out of Range
theburgertrilog_lincolngourmetd_gh,10080,theburgertrilog_lincolngourmetd_ue,10073,Out of Range
kamalsveg_newyorktha_gh,5040,kamalsvegetaria_marhabaindian_ue,720,Out of Range
antoniosq_paninicafe_gh,5310,antoniosquesadi_villagecafegril_ue,4860,Out of Range
themexican_omegasalad_gh,10080,themexicancocin_paninigrill9371_ue,10073,Out of Range
sarahsbre_wesamdeli_gh,7770,sarahsbreakfast_citideli_ue,1439,Out of Range
bradsbuffalowin_chelseapapaya_gh,10080,bradsbuffalowin_chelseapapaya_ue,10073,Out of Range
bainsburg_citideli_gh,6480,bainsburgerbar_headlinesdiner_ue,1439,Out of Range
celebrityveganb_frescopizzagril_gh,7995,celebrityv_frescopizz_ue,5550,Out of Range
nancysgri_michaelang_gh,10080,nancysgrilledch_heavenlymarketi_ue,1439,Out of Range
joeschicke_olivesorga_gh,840,joeschickenandw_allnitepizza_ue,5880,Out of Range
planeteart_seaportdel_gh,4920,planetearthsala_albashasubsdear_ue,3840,Out of Range
thesaladdr_headlinesd_gh,10080,thesaladdream_sicilianpizzapa_ue,10073,Out of Range
thechopped_bigfamousd_gh,7350,thechoppedsalad_omegasaladbarde_ue,6930,Out of Range
thevillage_greenolive_gh,6720,thevillagesmoot_salsplacedeligr_ue,6720,In Range
thevalleyg_canteendes_gh,10080,thevalleygyrosp_americanchoiceg_ue,10073,Out of Range
toastnroas_wesamdeli_gh,10080,toastnroastbrea_citideli_ue,1439,Out of Range
shawarmaka_tlkitche_gh,4200,shawarmakababho_gaters_ue,600,Out of Range
phillychee_greenolive_gh,6720,phillycheeseste_salsplacedeligr_ue,1439,Out of Range
thebreakfastsno_chelseapapaya_gh,10080,thebreakfastsno_chelseapapaya_ue,1439,Out of Range
littleitalyscal_frescopizzagril_gh,7995,littleital_frescopizz_ue,1140,Out of Range
palmtreeac_1upbistro_gh,10080,palmtreeacai_plazagourmetdel_ue,1439,Out of Range
smoothiean_paninigril_gh,10080,smoothieanddess_seaportdeli_ue,10073,Out of Range
fionasbre_citideli_gh,6480,fionasbreakfast_headlinesdiner_ue,4800,Out of Range
labellaita_villagecaf_gh,10080,labellaitaliand_plazamarketquee_ue,10073,Out of Range
johnspizz_sicilianpi_gh,6660,johnspizzaden_michaelangelosp_ue,5100,Out of Range
bombayseaf_goldstreet_gh,4920,bombayseafoodgr_canteendesidhab_ue,3120,Out of Range
planeteart_miyucatan_gh,7560,planetearthsala_lemontreegourme_ue,10073,Out of Range
salssmoot_bigfamousd_gh,10080,salssmoothiespo_omegasaladbarde_ue,1050,Out of Range
fionasult_1upbistro_gh,10080,fionasultimatew_plazagourmetdel_ue,7140,Out of Range
indiasquickbite_desideli_gh,7560,indiasquickbite_desideli_ue,10073,Out of Range
chickenastender_chelseapapaya_gh,10080,chickenastender_chelseapapaya_ue,10073,Out of Range
mightygril_salsplace_gh,7560,mightygrilledch_bigfamousdeligr_ue,10073,Out of Range
twohandbur_plazamarke_gh,10080,twohandburger_plazamarketquee_ue,10073,Out of Range
icecreamfa_olivesorga_gh,7140,icecreamfanatic_allnitepizza_ue,5880,Out of Range
halalgyrol_eastsidede_gh,7560,halalgyrolab_bigfamousdeligr_ue,10073,Out of Range
rjsphilly_paninicafe_gh,5460,rjsphillycheese_villagecafegril_ue,4860,Out of Range
dannysdesserts_classicpizza_gh,6480,dannysdesserts_classicpizza_ue,1800,Out of Range
heavensbu_plazamarke_gh,7560,heavensburgers_wesamdeli_ue,7140,Out of Range
thechicken_sicilianpi_gh,5670,thechickenaffai_mariothebaker_ue,810,Out of Range
smoothiean_citideli_gh,10080,smoothieanddess_hudsonmarketpla_ue,10073,Out of Range
richmonds_originalpi_gh,7860,richmondsburger_olivesorganicma_ue,1140,Out of Range
divyasdum_tlkitche_gh,5070,divyasdumbiryan_marhabaindian_ue,5040,Out of Range
indianchickensnob_goldstreet_gh,4200,indianchickensn_canteendesidhab_ue,390,Out of Range
hydesgril_miyucatan_gh,10080,hydesgrilledche_lemontreegourme_ue,1439,Out of Range
thejuiceaf_paninicafe_gh,5460,thejuiceaffair_villagecafegril_ue,630,Out of Range
thesmoothi_marhabaind_gh,7560,thesmoothiesque_lemontreegourme_ue,10073,Out of Range
thejuiceaf_remedydine_gh,5640,thejuiceaffair_1upbistro_ue,5880,Out of Range
thepastatw_bigfamousd_gh,6300,thepastatwins_modenapizzaicec_ue,6720,Out of Range
marysbreakfastb_princedelimarke_gh,10080,marysbreakfastb_princedelimarke_ue,8460,Out of Range
palmtreeac_1upbistro_gh,10080,palmtreeacai_plazagourmetdel_ue,7140,Out of Range
highlifepi_marhabaind_gh,6300,highlifepizzas_milanspizzeriap_ue,900,Out of Range
citylifebr_salsplace_gh,8400,citylifebreakfa_bigfamousdeligr_ue,1439,Out of Range
stellaspa_plazamarke_gh,7560,stellaspancakeb_wesamdeli_ue,7140,Out of Range
patricias_originalpi_gh,8400,patriciaspanini_olivesorganicma_ue,8400,In Range
